fetched_at,date,rank,title,publisher,url,attention_score,likes,restacks,comments,category,is_ruku
2026-05-21T01:38:00Z,2026-05-10,16,日本でサブスタックを始める人が、最初の30日で必ず直面する4つの「分岐点」,落合正和のAI×現場ノート,https://masaochiai.substack.com/p/304,60,23,6,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-10,17,サブスタライブ2回目！,イケハヤラジオ＆コラム,https://ihayato.substack.com/p/2,59,77,1,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-10,18,キオクシア株はなぜ年初から4倍になったのか,世界の解像度を上げるには,https://kei31.substack.com/p/4,59,17,1,5,資産運用,0
2026-05-21T01:38:00Z,2026-05-10,19,忙しいママがSubstackをなるべく省エネで効率的に使うには？,るる子,https://ruru2222.substack.com/p/substack-8ac,58,22,4,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-10,20,その一時間、資産にしない？,サイママ｜裏大黒柱,https://saimama.substack.com/p/193,58,21,4,0,資産運用,0
2026-05-21T01:38:00Z,2026-05-10,21,作成中Brain記事、一部先行公開,あいす,https://noteais.substack.com/p/brain,56,11,4,2,収益化,0
2026-05-21T01:38:00Z,2026-05-10,22,今日はなんの日？,3時の贅沢,https://michiru3jinozeitaku.substack.com/p/ca4,56,9,4,2,,0
2026-05-21T01:38:00Z,2026-05-10,23,購読ボタン押した後の課金画面を消す方法,ハピクレランド,https://sachikohapcr.substack.com/p/c55,56,9,6,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-10,24,【サブスタ攻略4】日本は5年遅れ。なぜ今、Substack（サブスタ）なのか？,こばだい|サブスタ攻略,https://dai1k1.substack.com/p/4substack,56,10,3,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-10,25,AIに計画を任せる前に、〇〇を教えてあげてほしい話,おゆわりのAIと暮らし日記,https://oyuwarilife.substack.com/p/ai,56,10,1,0,AI,0
2026-05-21T01:38:00Z,2026-05-10,26,キャリア孔明さんの企画に乗ってみた理由,のり｜コミュニティ時代を生き抜くニュースレター,https://noriynt1103.substack.com/p/1b7,55,20,1,2,キャリア,0
2026-05-21T01:38:00Z,2026-05-10,27,メルマガリンク目立たせようぜ👍おすすめ機能ってなんなの？サブスタいじって発見した便利機能を紹介！Part 2,うりぽん@深夜に本気出す主婦,https://uripon0022.substack.com/p/part-2,54,12,3,6,Substack運用,0
2026-05-21T01:38:00Z,2026-05-10,28,「何を食べるか」より大事なことがありました。食べ方を変えるだけで体が変わった話。,ひでわん/シンプルダイエット/乱れない朝食,https://hideone.substack.com/p/33f,54,9,1,4,ライフスタイル,0
2026-05-21T01:38:00Z,2026-05-10,29,忙しさで心を亡くした5日間。母のひと言で、僕は戻ってきた。,【ことばを紡ぐディールメーカー】ヒロのしん,https://hirostyle.substack.com/p/5,54,14,2,1,心理,0
2026-05-21T01:38:00Z,2026-05-10,30,セスのメイド,あけじまDの余白,https://akezimad.substack.com/p/120,54,11,1,1,,0
2026-05-21T01:38:00Z,2026-05-11,1,素数の美しさは、恋愛で例えると分かりやすい,罵尻ロマ子様@毒舌心理エッセイスト,https://romaco.substack.com/p/ff0,76,69,18,16,心理,0
2026-05-21T01:38:00Z,2026-05-11,2,「認定プロスタッカー」制度発表で見えた、Substackが”ビジネス”になり始めた日本で個人発信者がやるべきこと,のり｜コミュニティ時代を生き抜くニュースレター,https://noriynt1103.substack.com/p/substack-6d8,75,28,8,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,3,クリエイターを悩ませる「メディア分散問題」。サブスタックで解決します。,イケハヤラジオ＆コラム,https://ihayato.substack.com/p/584,74,113,12,2,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,4,Substack人気ランキングを見てわかった「読まれる記事」の共通点,「note × Substack」研究室,https://masahironote.substack.com/p/substack-476,74,26,2,7,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,5,サブスタック5日目でフォロワー2000人のキャリア孔明が本気で発信してる理由,キャリア孔明 | SNS時代を生き抜くニュースレター,https://careerkoumei.substack.com/p/52000,68,137,64,4,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,6,１年続けたいなら、可視化しろ,うおじゅんのメルマガ継続オタク話、あとオタクプロデュースと。,https://uojun.substack.com/p/5d4,68,19,7,30,自己啓発,0
2026-05-21T01:38:00Z,2026-05-11,7,【保存版】Substackは“自分”で戦える唯一の場所｜発信者が抑えるべき3つのチート機能,りこ｜SNS×AIハックNews,https://rikoailabo.substack.com/p/substack3,68,29,6,12,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,8,呼吸かうんこか。,ラッタ@書くカエル,https://ratta56.substack.com/p/052,67,51,5,3,,0
2026-05-21T01:38:00Z,2026-05-11,9,最近の発信、面白くないよね。,くま@ポッドキャスト集客のプロ,https://kumabiz.substack.com/p/6f0,67,40,4,0,SNS運用,0
2026-05-21T01:38:00Z,2026-05-11,10,新作アニメ公開！制作の裏話などをのんびり語る,イケハヤラジオ＆コラム,https://ihayato.substack.com/p/813,65,77,1,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,11,開始１週間で実感した、サブスタ伸ばすならこれしかない１選。,サイママ｜裏大黒柱,https://saimama.substack.com/p/1f1,65,20,10,4,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,12,「聞くAI」から「働くAI」へ ─ AIに仕事を任せるための最初のステップ,KEITOのメルマガ,https://keitoaiweb.substack.com/p/aiai-ai,64,46,4,0,AI,0
2026-05-21T01:38:00Z,2026-05-11,13,「誰をフォローしたか」で評価される世界、そろそろ苦しくないですか,久我レイジ,https://kugarage.substack.com/p/8ab,63,44,3,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,14,外に出ることが怖かったわたしの告白,なるみ｜うつなズボラママ、お家で社会復帰を目指す,https://narumimemo.substack.com/p/5b1,62,22,7,1,心理,0
2026-05-21T01:38:00Z,2026-05-11,15,GW終了！サブスタ教材を作ります,イケハヤラジオ＆コラム,https://ihayato.substack.com/p/gw,61,62,1,1,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,16,「書けたのに読まれない。」その理由、中身じゃないんですよ。,ゆるAI 納得設計ラボ｜「ゆなラボ」,https://bmp3c.substack.com/p/285,61,26,4,2,創作,0
2026-05-21T01:38:00Z,2026-05-11,17,Brainを出します。迫さんとの共同制作と、これから僕がやろうとしていること,おさるのマーケネタ帳,https://osaruproducer.substack.com/p/brain,60,32,3,0,収益化,0
2026-05-21T01:38:00Z,2026-05-11,18,Substack運用でやるべき3つのこと【ノート・ポッドキャスト・記事】,AIで仕事をサボるコラム,https://shupeiman.substack.com/p/substack3-92d,60,24,5,0,Substack運用,0
2026-05-21T01:38:00Z,2026-05-11,19,Substackの登場により「noteはオワコン」なのか？,頭の中がうるさい、よ。,https://kun1aki.substack.com/p/substacknote,60,27,3,1,Substack運用,0
